AMVEND	AMNAME	AMADR1	AMADR2	AMADR3	AMTELE	AMFRGT	actual_term
20241	MISCELLANEOUS LIGHTING	531 LAFAYETTE ST		NASHVILLE TN 37203	6158433300	0	NET 30Days
20244	MEDALLION FACTORY INC	***OUT OF BUSINESS*****	P O BOX 203	PEMBINA ND 58271	8663238679	750	2% 10Days NET 30Days
20248	CARPENTER EMERGENCY LIGHTING	702 CHARLTON AVE	CHARLOTTESVILLE VA	22903	8049778050	1000	NET 30Days
20249	THE COPPER SMITH	P O BOX 2152		FOLEY AL 36536	2516213435	0	NET 30Days
20253	KENROY HOME	P O BOX 776372		CHICAGO IL 60677-6372	9046424340	750	NET 30Days
20255	CASABLANCA FAN OR HUNTER FAN	HUNTER FAN COMPANY	P O BOX 19773	PALATINE IL 60055-9773	8007150393	500	2% 20TH 
20256	GROK / LEDS # 8132090001	BANK SANTANVER-NY BRANCH	45 E.53RD ST - 3RD FLOOR	NEW YORK NY  10022	8883710243	1000	1% 10Days NET 30Days
20258	DAYBRIGHT(PHILIPS) OR EDN	P O BOX 72524		CLEVELAND OH 44192	6018427212	1500	1% 10Days NET 25 Days
20259	ALLIGHT SERVICES CO	1213 MARTIN ST	NASHVILLE  TN 37203		6152425050	0	1.5% 15Days NET 30Days
20260	SAVOY HOUSE LIGHTING	PO BOX 162174	ALTAMONTE SPRINGS,       	FL 32716-2174	8008011621	1800	2% 10TH PROX
20268	THE CIT GROUP/COMMERCIAL SERVI	USI ELECTRIC, INC        	P O BOX 1036	CHARLOTTE NC 28201-1036	8003904321	1500	2% 10TH PROX
20270	Q-TRAN INC	155 HILL STREET		MILFORD CT 06460	2033678777	2000	2% 10Days NET 30Days
20273	MAPLE CHASE OR EDN	P O BOX 75340	CLEVELAND OH 44101-2199		0	0	1%10TH PROX
20274	FOCAL POINT LLC	4141 SOUTH PULASKI ROAD		CHICAGO IL 60632	7732479494	0	NET 30Days
20279	GRAYBAR ELECTRIC COMPANY	P O BOX 403052	ATLANTA GA 303848		6152548484	0	NET 10TH 
20281	MEADOR BROTHER'S LLC, CO      	P O BOX 686	JACKSONVILLE AR 72078		8003432390	750	NET 30Days
20282	SIGNIFY (HADCO) OR EDN	P O BOX 72524		CLEVELAND OH 44192	8003314185	1500	1% 10Days NET 30 Days
20283	HYDREL-DIV OR EDN	P O BOX 72524		CLEVELAND OH 44192	8183629465	3000	NET 30Days
20284	INCON INDUSTRIES INC	P O BOX 2083		SANFORD FL 32772	4073235630	1500	NET 30Days
20285	A L P	P. O. BOX 97128	CHICAGO, IL  60678-7128  		6094860700	1000	NET 30Days
20287	GENIE HOUSE	P O BOX 2478	VINCENTOWN NJ  08088-2478		8006343643	0	NET 30Days
20295	ALICO INDUSTRIES INC	12 WILLOW LANE		NEESQUEHONING PA 18240	9053056606	1500	NET 30Days
20297	TRANS GLOBE IMPORTS	BEL AIR LIGHTING INC	DEPT LA 24485 (PAYMENT)	PASADENA CA 91185-44850	8004469092	1500	2% 10Days NET 30Days
20298	REJUVENATION	ATTN ACCOUNTING	1100 SE GRAND AVE	PORTLAND OR 97214	5032311900	0	NET 30Days
20299	COOPER LIGHTING OR IMARK	P O BOX 72524	(HALO)	CLEVELAND OH 44192	6153336383	2000	1.5% 25TH
20303	COUNTRY TRADITIONS LIGHTING	163 RIVER ROAD	CLARKSBURG MA 01247		8003589194	1500	NET 30Days
20306	PALECEK	P O BOX 225 STA A	RICHMOND CA 94808-0225		8002747730	0	NET 30Days
20309	VALMONT INDUSTRIES INC	P O BOX 91410	CHICAGO IL 60693		2174464600	0	NET 30Days
20310	LADY B GOODE	1407 DANMAR AVE	HIGH POINT NC 27260		9107600800	0	PREPAY
20312	TERRACOTTA DESIGNS LLC	9419 BING CHERRY LN	AUSTIN TX 78750		5122996620	1800	NET 30Days
20313	LYTE POLES INC.	24874 GROESBECK HWY		WARREN MI 48089	5865410013	1000	NET 30Days
20317	COOPER LIGHTING OR END	P O BOX 72524	(METALUX)	CLEVELAND OH 44192	0	2000	1.5% 25TH
20319	GARDNER GLASS-CAROLINA MIRROR	P O BOX 890515	CHARLOTTE NC  28289-0515		8003347245	0	1%10TH PROX
20320	GARDNER GLASS PRODUCTS INC	P O BOX 890145	CHARLOTTE NC 28289-0145		8003347267	0	NET 30Days
20322	FANIMATION	10983 BENNETT PARKWAY	ZIONSVILLE IN 46077		8885672055	750	3RD 10TH 
20323	H A FRAMBURG & CO	H A FRAMBURG-HOUSE OF TRO	902 SILVER RIDGE RD	HYDE PARK VT 05655	7085475757	2000	NET 30Days
20324	LEXINGTON LIGHTING GROUP	645 MYLES STANDISH BLVD	TAUNTON MA 02780		8005644512	1800	NET 30Days
20325	THE TOLTEC COMPANY	P O BOX T	BURNSVILLE MS 38833		8007220601	1200	NET 30Days
20326	MAYER ELECTRIC SUPPLY CO INC	DEPT 1440	P O BOX 2153	BIRMINGHAM AL 35287	2055833500	0	2% 10TH PROX
20328	EMISSARY TRADING CO	3580 BROAD ST	ATLANTA GA  30341		4049869000	0	NET 30Days
20329	MILCO INDUSTRIES -OUT OF BUSSI	5114 BALCONES WOOD DR	#307-124	AUSTIN TX 78759-5212	5123311835	1000	NET 10TH 
20331	TREND LIGHTING CORP	4821 4TH ST	IRWINDALES CA 91706		6264808880	1500	NET 30Days
20332	LUMENPULSE	DEPT CH 19989		PALATINE IL 60055-9989	8779373003	0	NET 30Days
20336	SONNEMAN-A WAY OF LIGHT	20 NORTH AVE		LARCHMONT NY 10538	8459265469	2000	NET 30Days
20341	VISUAL COMFORT	P O BOX 974399		DALLAS  TX 75397-4399	7136865999	0	NET 30Days
20342	MONTE CARLO FAN COMPANY	GENERATION BRANDS LLC	P O BOX 782951	PHILADELPHIA PA 19178	8005194092	500	NET 90Days
20343	CIT GROUP - LAM LEE GROUP	P O BOX 1036	CHARLOTTE NC 28201-1036		9724628688	0	NET 30Days
20345	A A IMPORTING COMPANY	7700 HALL ST		ST LOUIS MO 63147	8003250602	0	NET 30Days
20346	TRIARCH INDUSTRIES	1190 NW 159TH DR	MIAMI FL 33169		8008742724	1500	NET 30Days
20351	GLENWOOD DESIGNS	18700 LAUREL PARK ROAD	RANCHO DOMINGUEZ CA 90220		8777436743	0	NET 30Days
20356	AMERICAN LIGHTING  INC	11775 E 45TH AVE	STE 101	DENVER CO 80239	8008801180	1000	NET 30Days
20357	AMERTAC (WESTEK)	DIVISION OF AMERICAN TACK	P O BOX 85077	CHICAGO IL 60680-0851	8005270195	1000	NET 30Days
20360	POWER TECHNOLOGIES DIVISION	1122 FOSTER AVE	NASHVILLE TN 37210		6152567606	3500	NET 30Days
20361	L S I LIGHTING SYSTEMS	1065 SOLUTONS CTR	CUST 2541	CHICAGO IL 60677-1000	5137933200	2000	NET 30Days
20371	OTT-LITE TECHNOLOGY	1715 N WESTSHORE BLVD	STE 950	TAMPA FL 33607	8008428848	0	NET 30Days
20374	LITE SOURCE INC.	4980 EUCALYPTUS AVE		CHINO CA 91710	9095978892	1500	2% 10Days NET 30Days
20378	NATIONAL SPECIALTY LIGHTING	2299 KENMORE AVE		TONAWANDA NY 14207	8005272923	0	NET 30Days
20379	PROGRESS LIGHTING OR IMARK	P O BOX 72524	CLEVELAND OH 44192		8004470573	1500	1%10TH PROX
20380	LUMINANCE	P O BOX 31001-1987		PASADENA CA 91110-1987	8007774440	1000	1% 10Days NET 30Days
20381	HOLOPHANE COMPANY INC	P O BOX 100863	ATLANTA GA 30384		0	1500	NET 30Days
20382	ABOLITE LIGHTING INC	10000 ALLIANCE RD	CINCINNATI OH   45242		5137938689	2000	NET 30Days
20384	LUMIANCE	P O BOX 933462		CLEVELAND OH 44193	8008667672	2000	NET 10Days
20385	THOMAS & BETTS (EMERGI-LITE)	P O BOX 101215	ATLANTA GA 30392-1215		2033997991	0	NET 30Days
20387	DAVID TIMS WHOLESALE ANTIQUES	P O BOX 74	CROPWELL  AL 35054	FAC # 205-338-7944	2053387929	0	NET 30Days
20389	COOPER LIGHITNG OR EDN	P O BOX 72524	(MCGRAW-EDDISON)	CLEVELAND OH 44192	0	2000	1.5% 25TH
20393	SANTANGELO LIGHTING & DESIGN	8009 ESPANOLA TR		AUSTIN TX 78737	8773970782	0	NET 30Days
20395	WILDWOOD LAMPS	P O BOX 672	ROCKY MOUNT NC 27802-0672		2524463266	0	NET 30Days
20399	TEXTURE HOME DECORE / ABOUT	7442 VINCENT CIRCLE		HUNTINGTON BEACH CA 92648	8885991501	0	NET 30Days
20401	CRISTAL	P O BOX 961008	FT WORTH TX  76161		8005655607	2000	NET 60Days
20402	PATTON	P O BOX 277352	ATLANTA GA 30384	(FASCO)	9194830421	1500	2% 10TH PROX
20405	CRAFTMADE	3401 WEST TRINITY BLVD		GRAND PRAIRIE TX 75050	8005272578	500	2%20TH 
20406	QUORUM INTERNATIONAL	P O BOX 961008	FORT WORTH TX  76161		8004434626	99	NET 30Days
20407	ALFA LIGHTING (JUNO) OR EDN	P O BOX 72524		CLEVELAND OH 44192	4159758080	1500	2% 60Days NET 61Days
20409	STYLICON	P O BOX 415419		BOSTON MA 02241-5419	8008255844	1000	NET 25TH
20410	VR INDUSTRIES	377 BREWER DR	NASHVILLE TN 37211		6158334578	1	1% 10Days NET 30Days
20411	NEW METAL CRAFTS INC	812 N WELLS STREET	CHICAGO IL  60610		8006213907	1000	NET 30Days
20412	MURDOCK MENDELSOHN CO INC	P O BOX 78488	NASHVILLE, TN  37207-8488		6152266424	0	NET 30Days
20414	BRADBURN GALLERY	P. O. BOX 250253	ATLANTA, GA 30325        		0	0	NET 30Days
20417	ELLINGTON JEREMIAH/ CRAFTMADE	3401 W TRINITY BLVD		GRAND PRAIRIE TX 75050	8004864892	500	2% 10TH PROX
20419	K-W INDUSTRIES INC	909 INDUSTRIAL BLVD	SUGAR LAND TX 77478		0	1500	NET 30Days
20421	REIKER ROOM CONDITIONERS	50 BEAL PARKWAY SW STE 5	FT WALTON BCH FL	32548	8508624328	0	NET 30Days
20424	HUBBARDTON FORGE	154 RTE 30 SOUTH		CASTLETON VT 05735	8008264766	1500	NET 30Days
20426	ALL LED USA LLC DBA AURORA USA	12035 34TH ST NO		ST PETERSBURG FL 33716	7275244270	0	NET 30Days
20431	LEGENDARY LIGHTING	P O BOX 321404		FLOWOOD MS 39232	8002356725	3000	2% 10Days NET 30Days
20432	CRAFTMADE LIGHTING	(TEIBER)	P O BOX 227211	DALLAS TX 75222-7211	8005272578	1000	2% 20TH
20433	FLECO INDUSTRIES  DBA	TEXAS FLUORESCENTS	2055 LUNA RD STE 142	CAEEOLLTON, TX 75006     	9722473171	1500	NET 30Days
20434	TENNESSEE LIGHTING SALES INC	2730 LARMON DR	NASHVILLE TN 37204-2823		6153855566	0	NET 30Days
20435	MATTHEWS FAN COM	1881 INDUSTRIAL DR	LIBERTYVILLE IL 60048		8476809043	1500	NET 20Days
20436	COPPER SCULPTURES	P O BOX 321404		FLOWOOD MS 39232	8002356725	0	NET 30Days
20437	SOUTHERN ELECTRIC SUPPLY	P O BOX 280	1406 JACKSON STREET	TULLAHOMA TN  37388	9314555422	0	NET 10Days
20438	ELK LIGHTING INC.	PO BOX 72456		CLEVELAND, OH   44192    	8006133261	1500	2% 10TH PROX
20439	SATCO PRODUCTS INC OR IMARK	P O BOX 72524		CLEVELAND OH 44192	9722472437	1000	1%10TH PROX
20442	GENERAL ELECTRIC COMPANY	BOA LOCKBOX 402084	6000 FELDWOOD RD	COLLEGE PARK, GA 30349   	8004378625	1000	NET 30Days
20446	PHILIPS (DAYBRIGHT)OR EDN	P O BOX 72524	CLEVELAND OH 44192		6628427212	1500	1%10TH PROX
20449	WEINSTOCK	30 BORIGHT AVE	STE 3	KENILWORTH NJ 07033	8667294848	2000	2% 10TH PROX
20452	H & L IMPORTS	TAITECH	P O BOX 23621	NASHVILLE TN  37202	0	0	NET 30Days
20455	H & L IMPORTS-BANCI	BANCI FIRENZE S.R.L.	ITALY		6158433300	0	C.O.D. [Collect On Delivery]
20460	H & L IMPORTS-EUROPEAN LIGHT	EUROPEAN LIGHTING TEAM SL		VALENCIA SPAIN	6158433300	0	C.O.D. [Collect On Delivery]
20462	PHILIPS OR EDN (STONCO)	THE GENLYTE GROUP	P O BOX 72524	CLEVELAND OH 44192	9089647000	1500	1% 10Days NET 30Days
20465	BIDK HOME	3027 ROUTE 9		COLD SPRINGS NY 10516	8452656052	0	NET 30Days
20467	R. R. SALES	2302 ZION RD	P O BOX 1821	COLUMBIA TN 38401	0	0	NET 30Days
20472	MID-TENN MARBLE COMPANY	7152 NEW HOPE ROAD	FAIRVIEW TN 37062		6157998230	0	NET 20Days
20475	WOODBRIDGE LIGHTING INC	10777 COMMERCE WAY	UNIT B	FONTANA CA  92337	8002928129	1500	NET 30Days
20476	ANDRE ORIGINALS	970-4 NEW BRUNSWICK AVE		RAHWAY, NJ 07065-3814    	7325742600	0	NET 30Days
20477	BRANCH BANKING & TRUST COMPANY	FOR VAN TEAL	P O BOX 890011	CHARLOTTE NC 28289-0011	3057516767	0	NET 30Days
20478	DINICO	220 GOFFLE RD	HAWTHORNE NJ 07506-3605		8002250497	1200	2% 10TH PROX
20483	LITECONTROL CORP OR EDN	P O BOX 72524		CLEVELAND OH 44192	7812940100	5000	NET 30Days
20484	LAMP POST FINIALS & FAN PULLS	580 BARROW PARK DR	WINDER GA  30680		8002410307	0	NET 30Days
20485	VISUAL LIGHTING TECHNOLOGIES	27472 PORTOLA PARKWAY#329		LAKE FOREST CA 92610	9495819398	0	NET 20Days
20486	ENESCO GROUP INC	5206 PAYSPHERE CIRCLE	CHICAGO IL 60674		8004363726	0	NET 30Days
20487	PHILIPS OR EDN	P O BOX 72524		CLEVELAND OH 44192	9102591021	0	1%10TH PROX
20488	DENNY LAMP COMPANY	3279 ALLEN FERRY RD	P O BOX 37166-0455	SMITHVILLE TN 37166-0455	6155977671	0	NET 30Days
20489	CAPITAL LIGHTING	5359 RAFFE BANKS DR	FLOWERY BRANCH GA	30542	8003233257	99999	NET 30Days
20492	ARDEE LIGHTING	639 WASHBURN SWITCH RD	SHELBY NC  28150		7044822811	5000	NET 30Days
20496	REGAL ART & GIFTS	4589 PACHECO BLVD	MARTINEZ CA 94553		8006813040	0	NET 30Days
20497	INNOVATIONS LIGHTING	8 JOHN WALSH BLVD	STE 318	PEEKSKILL NY 10566	9147348076	500	NET 30Days
20499	SOUTHEAST MARKETING	3411 N W 9TH AVE STE 705	FORT LAUDERDALE FL 33309		8008751155	0	NET 30Days
20500	KICHLER LIGHTING OR IMARK	P O BOX 72524		CLEVELAND OH 44192	8886598809	1000	1%10TH PROX
20502	TRADE ASSOCIATES GROUP, LTD   	1730 WEST WRIGHTWOOD	CHICAGO IL 60614-1914		8006218350	0	NET 30Days
20503	FORLUCE	P O BOX 19944	NEW ORLEANS LA  70123		8002775823	1500	NET 30Days
20507	REMBRANDT LAMPS	3757 SOUTH ASHLAND AVE	CHICAGO IL 60609		3122477500	0	NET 90Days
20511	NEST LABS INC	3400 HILLVIEW AVE		PALO ALTO CA 94304	0	0	NET 30Days
20512	LIGHT OPTIONS	269 PACIFIC ST		PAMONA CA 91768	8004687598	2	1% 10Days NET 30Days
20514	MOORE LAMBERT LIGHTING, INC.  	P.O. BOX 550	EDGEFIELD, SC  29824-0550		8003343324	0	NET 30Days
20517	THE CIT GROUP/ CHATHAM CROSSIN	P O BOX 1036		CHARLOTTE NC 28201-1036	9192911414	0	NET 30Days
20518	ULTRALIGHTS C/O	ILLUMINATIONS CONTRACT	P O BOX 8399	ATLANTA GA 31106	4048761064	0	NET 20Days
20519	WESTGATE	2462 E 28TH ST		VERNON CA 90058	8778052252	750	NET 30Days
20525	KALCO INC	6355 WINDY ROAD		LAS VEGAS NEVADA 89119	8005252655	1000	1% 30Days
20527	CLASSIC LIGHTING	6100-3 PHILIPS HWY	JACKSONVILLE FL 32216		8008814567	1200	1%10 Days NET 30Days
20530	SIGNIFY OR EDN	LAMPS	P.O. BOX 72524	CLEVELAND OH 44192	8002230726	1000	1%10TH PROX
20533	LEDI	12851 JONES RD		HOUSTON, TX 77070        	8327172710	0	NET 30Days
20537	M.R.W INC DBA LUNA HOME CO	7036 DEERING AVE	CANOGA PARK CA 91303		8186150499	0	NET 30Days
20539	AMERICAN SCIENTIFIC LIGHTING	25 12TH STREET	BROOKLYN, NY  11215      		8005523465	1500	NET 30Days
20540	FINE ART LAMPS	P O BOX 150354	OGDEN UT 84415-0354		3057027507	4000	NET 30Days
20542	WESCO DISTRIBUTION INC		P O BOX 530409	ATLANTA GA 30353-0409	6152427301	0	NET 30Days
20543	CRESCENT LIGHTING OR EDN	PHILIPS	P O BOX 72524	CLEVELAND OH 44192	6095465500	1250	1%10 Days NET 30Days
20544	GREENBRIER BASKET COMPANY	2904 SO SPRUCE ST	WICHITA KS 67216		8885615833	0	NET 30Days
20547	HUBBELL LIGHTING OR EDN	(PRESCOLITE / COLUMBIA)	P O BOX 72524	CLEVELAND OH 44192	8646781000	2000	1%10TH PROX
20550	CAPITAL BUSINESS CREDIT LLC	ARDLEY HALL	P O BOX 79	MEMPHIS TN 38101-0079	3364757600	0	NET 30Days
20551	MARIANA IMPORTS	P O BOX 552226		TAMPA FL 33655-2226	2395141292	2000	NET 30Days
20552	HARRIS MARCUS HOME	253 VINELAND AVE	CITY OF INDUSTRY CA 91746		8005746873	4000	NET 30Days
20553	MARCHAND LIGHTING	16107 KENSINGTON DR #324		SUGAR LAND TX 77479	8324294327	1800	2% 20TH 
20554	JOHN RICHARD LIGHTING	306 EASTMAN	GREENWOOD, MS  38930-1099		6624535809	0	NET 30Days
20558	SOUTHERN LIGHTING	137 JORDAN DR		CHATTANOOGA TN 37421	4238925483	0	NET 30Days
20561	PROSPETTO LIGHT	4976 HUDSON DRIVE		STOW OH 44224	8776889005	2500	NET 30Days
20564	IMAX WORLDWIDE IMPORTS	P O BOX 472188	TULSA OK 74147		9186657715	0	NET 30Days
20566	MURRY FEISS (SEA GULL)	GENERATION BRANDS LLC	P O BOX 782951	PHILADELPHIA PA 19178	8009693347	500	NET 30Days
20567	NL CORPORATION	P.O. BOX 73949-N	CLEVELAND, OH  44193     		2166622080	1500	1% 25TH
20568	TWO'S COMPANY	500 SAW MILL RIVER RD		ELMSFORD NY 10523	8008967266	0	NET 30Days
20569	DECORATIVE DIMENSIONS CO.	P.O. BOX 18344	NEWARK, NJ  07191        		8005267489	0	NET 30Days
20573	HI-DOW DEVELOPMENT CO	12841 POLO PARC DR	ST LOUIS MO  63146		3142051689	0	NET 30Days
20576	TECH LIGHTING LLC	P O BOX 782951	PHILADELPHIA PA	19178-2951	8474104400	2000	2% 10Days NET 30Days
20578	OLD WORLD DESIGN	134 RIVEREDGE DR		DALLAS TX 75207	2147416858	0	NET 30Days
20579	LYON CAPITAL CORP	FOR HART ASSOCIATES	7924 W SAHARA AVE	LAS VEGAS NV 89117	8005923500	0	NET 30Days
20580	DABMAR LIGHTING	2140 EASTMAN AVE		OXNARD CA 93030	8056049090	1500	1.5% 10Days NET30
20581	BEVOLO GAS & ELECTRIC LIGHTS	521 CONTI STREET	NEW ORLEANS LA  70130		5045229485	2500	NET 30Days
20583	W A C LIGHTING	23550 NETWORK PLACE	CHICAGO IL 60673-1235		8005262588	1000	1% 10Days NET 30Days
20587	REGENCY CEILING FANS OR EDN	1760 GILSINN LANE	P O BOX 730	FENTON MO 63026	8004822669	2500	NET 60Days
20591	CURREY & COMPANY	PO BOX 102144	ATLANTA GA 30368		6785331500	0	NET 30Days
20592	YOUR OTHER WAREHOUSE	P O BOX 973750	DALLAS TX 75397-3750		8003961293	0	NET 20Days
20594	HICKORY CHAIR, LLC (MAITLAND) 	P O BOX 744804	6000 FELDWOOD RD	COLLEGE PARK GA 30349	3368122400	0	NET 30Days
20595	R & I ENTERPRISE INC	3650 TRUTLECREEK RD	LEBANON OH 45036		8005257172	0	NET 10Days
20596	SYLVAN DESIGNS	8921 QUARTZ AVENUE	NORTHRIDGE CA  91324		8189986868	0	NET 30Days
20599	COVENANT LIGHTING	P O BOX 18487		HATTIESBURG MS 39404-8487	8668118137	1500	1% 10Days NET30Days
20600	VISIONAIRE LIGHTING LLC	19645 RANCHO WAY	RANCHO DOMINGUEZ, CA     	90220	3105126480	4000	NET 30Days
20603	ENER-TECH INDUSTRIES	1100 SECOND AVE NORTH		BIRMINGHAM AL 35203	2053241775	0	NET 30Days
20604	ARROYO CRAFTSMAN	4509 LITTLE JOHN ST	BALDWIN PARK CA 91706		8004002776	1500	NET 30Days
20605	LUMENYTE INTERNATIONAL CORP	74 ICON	FOOTHILL RANCH CA 92610		9498295200	0	NET 30Days
20607	LAKE SHORE STUDIOS INC	PO BOX 1929		MERIDIAN, MS 39302       	2694298323	0	2% 10Days NET 30Days
20608	NOTOCO INDUSTRIES LLC	P.O. BOX 208218	DALLAS, TX   75320       		2252921303	0	NET 30Days
20609	ECKART SUPPLY CO INC	DEPARTMENT 94441	LOUISVILLE KY 40294-4441		5024261476	0	2% 10TH PROX
20612	MIDWEST-CBK	P O BOX 529		BUFFALO NY 14240-0529	8003944225	0	NET 60Days
20620	BOULEVARD DECORATIVE LIGHTING	182 HILDERBRAND DR	STE 102	ATLANTA GA 30328	8002418126	1200	NET 30Days
20622	THE IMPORT COLLECTION	7885 NELSON RD	PANORAMA CITY  CA 91402		8187823060	0	NET 30Days
20624	D.S.A. FINANCE CORPORATION	FOR IBOLILI	P O BOX 577520	CHICAGO IL 60657	3362990421	0	NET 30Days
20625	CHARLES SADEK IMPORT CO., INC 	P O BOX 717	NEW ROCHELLE NY 10802		0	0	NET 30Days
20626	TOMLIN	LAMPCRAFTERS, INC        	P O BOX 890261	CHARLOTTE  NC 28289-0261	8005486425	0	NET 30Days
20627	THE JOHN RICHARD COLLECTION	P O BOX 1099	GREENWOOD, MS 38930      		6624535809	0	NET 30Days
20629	HAMPSTEAD LIGHTING	4505 PEACHTREE IND BLVD	NORCROSS GA  30092		8889354448	1500	1% 10Days NET 30Days
20634	BEGA/ US INC	P O BOX 515353		LOS ANGELES CA 90051-6653	8056840533	3500	NET 30Days
20635	A C LIGHTING DESIGN	426 SOUTH MAIN STREET	COOLIDGE, AZ  85228      		8005239336	1500	NET 30Days
20636	STERNBERG LANTERNS INC	36162 TREASURY CENTER	CHICAGO IL 60694-6100		8475883400	0	NET 30Days
20637	REMCRAFT LIGHTING PRODUCTS	P O BOX 54-1487	OPA LOCKA FL 33054		8003276585	2500	1% 10Days NET 30Days
20638	B-K LIGHTING	40429 BRICKYARD DR	MADERA CA 93636		5594385800	4500	NET 30Days
20640	DUSTINY INC	3702 W VALLEY HWY N	STE 108	AUBURN WA 98001-2450	8778355494	0	NET 30Days
20641	GILLIAN MACHINE CO	OR RICKY GILLIAN	P O BOX 613	MT JULIET TN 37121	6157587704	0	2% 10Days NET 30Days
20642	WENDELL'S CUSTOM METAL WORKS	116 CEMETERY AVE		COLUMBIA TN 38401	9315051236	0	NET  
20643	VARALUZ	DEPT 711	PO BOX 3002	SALT LAKE CITY, UT 84130 	7027926900	500	2% 20TH
20644	UNITY MANUFACTURING	P O BOX 462321	GARLAND TX 75046		8006576100	800	2% 10TH PROX
20648	DSA FINANCE- LAURA LEE DESIGNS	P O BOX 577520	CHICAGO IL 60657		8188425300	0	NET 30Days
20651	DOLAN DESIGNS	1919 NW 19TH AVE	PORTLAND OR 97209		8009294325	1200	2% 10TH PROX
20652	SEA GULL LIGHTING	GENERATION BRANDS LLC	P O BOX 782951	PHILADELPHIA PA 19178	8003475483	500	NET 30Days
20653	HI-LITE MANUFACTURING CO INC	13450 MONTE VISTA AVE	CHINO CA 91710		9094651999	2500	1% 10Days NET 30Days
20656	KUZCO LIGHTING	3035 E LONE MT RD	STE 1000	LAS VEGAS NV 89081	8558558926	750	NET 30Days
20657	ALEXANDER-JOHN / JOHN RICHARD	306 EASTMAN	GREENWOOD MS  38930		6624535809	1500	NET 45Days
20659	EGLO USA INC	3640 ROYAL SOUTH PKWY		ATLANTA GA 30349-3623	8778920007	1500	NET 30Days
20662	CAMBRIDGE LAMPS INC	2605 WEST 8TH AVE	HIALEAH FL 33010-1296		8007793800	0	1% 10Days NET 30Days
20665	THE BASIC SOURCE INC	655 CARLSON COURT	ROHNERT PARK CA 94928		8004280044	1500	2% 10Days NET 30Days
20666	RALPH LAUREN HOME	POLO RALPH LAUREN	9 POLITO AVE	LYNDHURST NJ 07071	2125832207	2500	NET 30Days
20668	NOVA LIGHTING OR EDN	P O BOX 75340	CLEVELAND OH 44101-2199		0	0	NET 30Days
20671	PACART HOME INC	W T C 5TH FLOOR # 584	2050 N STEMMONS FWY	DALLAS TX 75207	2147577720	0	NET 30Days
20674	SWAROVSKI	P O BOX 415343	PAYMENTS ONLY	BOSTON MA 02241-5343	8666346189	0	NET 30Days
20675	FORTY WEST	52 RAGLAND RD		JACKSON TN 38305	7313000290	0	NET 30Days
20679	MATTEO LIGHTING	P.O. BOX 24802		SEATTLE, WA 98124-0802   	6045605136	250	NET 30Days
20681	PLASTIC SUPPLY	1319 LEWIS STREET	NASHVILLE TN  37210		6152545725	0	NET 30Days
20682	WAC LIGHTING CO (MODERN FORMS)	FOR MODERN FORMS	23550 NETWORK PL	CHICAGO IL 60673-1235	8005262588	1000	1% 10Days NET 30Days
20684	NICOR LIGHTING & FANS OR EDN	2200 MIDTOWN PLACE	ALBUQUERQUE NM 87107		8008216283	0	NET 30Days
20690	DALS LIGHTING USA INC	4383 NW 124TH AVE		CORAL SPRINGS FL 33065	8774301818	1000	2% 20TH
20692	SPARKLE PLENTY	1120 FAIRWAY RIDGE CIRCLE		GREENSBORO GA 30642	8003149114	1000	1% 10Days NET 30Days
20694	ALMO	2709 COMMERCE WAY		PHILADELPHIA PA 19154	8003452566	1500	NET 30Days
20695	A&B HOME INC	9520 SANTA ANITA AVE		RANCHO CUCAMONGA CA 91730	8888681808	0	NET 30Days
20699	LEDRA BRANDS INC (BRUCK)	88 MAXWELL		IRVINE, CA  92618        	7142591000	0	NET 30Days
20701	FINIAL SHOWCASE	720 THIRD ST		VINTON VA 24179	5409823593	0	1% 10Days NET 30Days
20704	PRESERVED FLORALS OF NASHVILLE	205 WELL SPRING CT		BRENTWOOD TN 37027	6154955358	0	NET  
20710	MAGNIFICENT TRIMMINGS INC	3830 SOUTH HIGHWAY A1A	STE 4-128	MELBOURNE BEACH FL 32951	7605981956	0	PREPAY
20711	DAVENPORT-EASY HEAT	823 COWAN STREET	NASHVILLE, TN  37207     		6152761860	1500	2% 10TH PROX
20714	ELK GROUP INTERNATIONAL	STERLING INDUSTRIES	12 WILLOW LANE	NESQUEHONING, PA 18240   	8006133261	1500	2% 10TH PROX
20718	TRANSLITE OR EDN	P O BOX 72524		CLEVELAND OH 44192	7079966906	0	NET 30Days
20720	CREE LTG OF IDEAL INDUSTRIES	PO BOX 7410318		CHICAGO IL 60674-0318	9193135300	1500	NET 30Days
20722	DYNAMIC LIGHTING INC	5220 SHANK RD		PEARLAND TEXAS 77581	8003640098	1500	NET 30Days
20723	ALADDIN LIGHT LIFT INC	DEPT SF 14	P O BOX 830525	BIRMINGHAM AL 35283-0525	9013850456	4400	NET 30Days
20727	ACCESS LIGHTING CORP &/OR EDN	14410 MYFORD RD		IRVINE CA 92606	8008285483	1250	2% 10TH PROX
20729	FRIEDMAN BROTHER DECOR ART	9015 N W 105TH WAY	MEDLEY FL 33178		3058873170	0	1% 10Days NET 30Days
20731	ROBERT STROM & COMPANY INC	1223 CORPORATEE DR E	STE F	ARLINGTON TX 76006	8008277357	0	NET 30Days
20734	SPERO ELECTRIC CORP.	P O BOX 674109	DETROIT MI 48267-4109		2168513300	1500	1% 15Days NET 30Days
